SKU,Status,Title,Price,Weight,Company,Style Code,Features,Retail Price,Size,Hex Color,Color,Mill Name,Dimensions,Imprint Area,Item Number,Image,Category
B09150AP5|B09150AP4|B09150AP7|B09150AP6|B09150AP3|B09150AV8|B09150AV7|B09150AV6|B09150AV5|B09150AV4|B09150AV3|B09150AP8|B09150AT7|B09150AT6|B09150BB4|B09150BB5|B09150BB6|B09150BB7|B09150BB3|B09150BB8|B09150AQ3|B09150AY8|B09150AY6|B09150AY7|B09150AY4|B09150AY5|B09150AY3|B09150AS8|B09150AS4|B09150AS5|B09150AS6|B09150AS7|B09150AT3|B09150AS3|B09150AQ6|B09150AQ7|B09150AQ4|B09150AW3|B09150AW4|B09150AW5|B09150AW6|B09150AW7|B09150AW8|B09150AT5|B09150AQ5|B09150AQ8|B09150AT4|B09150AT8|B09150BA8|B09150BA5|B09150BA4|B09150BA7|B09150BA6|B09150BA3|B09150AX8|B09150AZ3|B09150AZ7|B09150AZ6|B09150AZ5|B09150AZ4|B09150AX5|B09150AX4|B09150AX7|B09150AZ8|B09150AX3|B09150AR8|B09150AX6|B09150AR3|B09150AR7|B09150AR6|B09150AR5|B09150AR4,TRUE,50/50 Vintage V - Neck Football Jersey ,11.48|0|1;9.76|2|12;8.30|13|-1;,0.63,Broder,6,"6 oz., 50% polyester, 50% cotton jersey knit; Contrast color 1x1 rib-knit V-neck collar; Contrast color sleeve inserts with accent stripes; Set-in sleeves; Double-needle hemmed sleeves and bottom; ",22.96,,,,Augusta Drop Ship,,,B09150AR6,http://www.broderbros.com/images/bro/prodDetail/665_ar_p.jpg,NEW
B79415540|B79415100|B79415510|B79415200|B79415550,TRUE,6 oz. Canvas Promo Tote ,2.25|0|1;1.88|2|12;1.50|13|-1;,0.16,Broder,0,"100% cotton canvas; Self-fabric handles; 14 1/2""W x 16""H; ",4.5,,,,BAGedge,,,B79415550,http://www.broderbros.com/images/bro/prodDetail/be007_55_p.jpg,NEW
4642593A9|4642593A8|4642593A3|4642593A7|4642593A6|4642593A5|4642593A4|4642508A9|4642508A8|4642508A7|4642508A6|4642508A5|4642508A4|4642508A3|4642566A7|4642566A6|4642566A5|4642566A4|4642566A3|4642566A9|4642566A8|4642591A9|4642591A8|4642591A5|4642591A4|4642591A7|4642591A6|4642591A3,TRUE,6 oz. Cotton Tipped Trim Piqu� Polo ,14.99|0|1;12.49|2|12;9.99|13|-1;,0.75,Broder,6,100% ringspun cotton piqu; Two-color tipped collar; Self-fabric flat contrast piping inserted into placket edge; Three dyed-to-match buttons; ,29.98,,,,Harriton,,,4642593A6,http://www.broderbros.com/images/bro/prodDetail/m250_20_p.jpg,NEW
B71118783|B71118786|B71118787|B71118784|B71118785|B71118517|B71118516|B71118515|B71118514|B71118513|B71118694|B71118695|B71118696|B71118697|B71118693|B71118544|B71118545|B71118546|B71118547|B71118543|B71118445|B71118444|B71118447|B71118446|B71118443|B71118523|B71118526|B71118527|B71118524|B71118525,TRUE,6 oz. Direct - Dyed Heather Ringer T - Shirt ,8.72|0|1;7.26|2|12;5.81|13|-1;,0.56,Broder,6,"50% cotton, 50% polyester heather body; 100% cotton solid 1x1 rib neck and sleeves; Shoulder-to-shoulder tape; Double-needle stitching on bottom hem; ",17.44,XL,F28411,PUMPKIN,Authentic Pigment,,,B71118696,http://www.broderbros.com/images/bro/prodDetail/1937_69_p.jpg,NEW
4642146A5|4642146A4|4642146A7|4642146A6|4642146A3|4642146A9|4642146A8|4642108A3|4642108A7|4642108A6|4642108A5|4642108A4|4642108A9|4642108A8|4642195A5|4642195A4|4642195A7|4642195A6|4642195A3|4642195A9|4642101A4|4642195A8|4642132A3|4642132A4|4642132A5|4642132A6|4642132A7|4642132A8|4642132A9|4642101A3|4642101A6|4642101A7|4642191A3|4642101A5|4642191A5|4642191A4|4642191A7|4642191A6|4642191A9|4642191A8|4642101A8|4642101A9|4642162A7|4642162A6|4642162A5|4642162A4|4642162A3|4642162A9|4642162A8,TRUE,6 oz. Short - Sleeve Piqu� Polo with Tipping ,14.24|0|1;11.86|2|12;9.49|13|-1;,0.75,Broder,6,100% ringspun cotton piqu; Topstitching throughout; Horn-style buttons; Sideseamed; One-color tipping at flat-knit collar and cuffs; Three-button placket; ,28.48,,,,Harriton,,,4642195A6,http://www.broderbros.com/images/bro/prodDetail/m210_00_p.jpg,NEW
B02815600|2066199A0|2069315A0|5564675A0|B62515000|B01915530|B71321270|B12850580|5564630A0|B62515550|5569431A0|B02815000|B00121180|4664043A0|B62715130|B62515490|B01121060|B02815080|2069314A0|B62715030|B10445220|B10345510|B00421000|B00021130|B12850420|B12850270|5565685A0|5564658A0|B63315180|4662035A0|4664016A0|BA00522A0|B10345610|4664046A0|4662086A0|2069352A0|2069357A0|5569495A0|5564667A0|B02815540|B00021180|2069306A0|B12850280|B13845620|B62515130|5564664A0|4664077A0|B02715540|5564653A0|4664088A0|B62715670|B000DJ100|B62515480|B12850530|B02815090|B63315540|B10545180|B10345760|B10445180|4664008A0|B02815510|B10045560|B00021220|5564600A0|4662059A0|5565631A0|B00421590|B12850360|4664041A0|B10545100|B10445510|B01915030|5564660A0|B62515310|B12850040|BA02706A0|5565688A0|B62515100|B01915220|B10545570|5564629A0|B13845760|B12850480|B71321210|B01915000|BA00546A0|5569413A0|B10545510|B000DJ540|B63315000|B12850290|B63315510|2066186A0|B62715460|B12850350|2069386A0|B10045510|4664099A0|B00121000|B00321540|5564632A0|B00421440|B10345230|5564652A0|BA02745A0|4662066A0|5564642A0|2066115A0|B02815070|B12850620|5564635A0|2066100A0|5569415A0|B62715000|4662045A0|B10445000|B000DJ000|B12850100|B62715240|B62715510|BA00500A0|B62715450|B10045180|4662014A0|B12850020|4662013A0|B62515180|4662041A0|4662099A0|BA02799A0|B10545120|BA02720A0|5565626A0|5564620A0|B72321180|B00021540|B62515510|B62715600|B10045480|5565687A0|B000DJ150|B02815590|B02815040|BA00520A0|B10445350|5564671A0|B10445420|B63315480|B01915570|B00121220|B02715530|5564686A0|B12850130|B63315550|B12850540|4662021A0|B10545130|5564640A0|5564641A0|B12850030|B62515420|B12850330|B72321510|5565683A0|BA00579A0|BA02715A0|B10045320|5565679A0|2069300A0|5564655A0|B63315100|B02815620|B63315010|BA00532A0|B10345030|B02715420|B00421520|B02815580|B10545220|B62515560|B02815100|B000DJ510|5565614A0|5564615A0|5564606A0|B62715250|B10545540|B00421930|B00121540|4662002A0|B10445540|B02815060|BA00559A0|B000DJ450|B12850000|5565673A0|5564610A0|B00121130|2066145A0|B62715180|5569487A0|B62515450|5569454A0|B72321520|B10445490|B02815180|BA00515A0|B10345740|BA00595A0|4664095A0|B01915510|B00421530|2069358A0|B02715510|B00021520|5564661A0|B72321030|B12850560|B12850300|B02715100|B62715420|5564669A0|B71640530|B10045540|5564699A0|B72321530|B62715980|B63315420|B00421320|B10545150|BA02700A0|BA00567A0|B12850310|4662033A0|B62715490|5565681A0|B10345540|B12850590|BA00554A0|B00021000|5565612A0|5564644A0|B02715000|B62515540|5564637A0|B12850510|B00421570|B12850660|4664091A0|B62715550|5565650A0|5564623A0|B63315600|B62715100|B10545000|B00121520|B02815530|B72321540|B62715540|2069399A0,TRUE,6 - Panel Washed Twill Low - Profile Cap ,4.26|0|1;3.55|2|12;2.84|13|-1;,0.16,Broder,0,"70% cotton, 30% nylon; 6-panel low-profile; Adams exclusive Cool-Crown&#153; mesh lining; Treated with a DuPont&#153; Teflon&#174; water/stain-repellent coating; Rayosan&#174; treated to reflect UV rays (UPF 45+); UPF 45+ label; Terry cloth sweatband; sewn eyelets; Green undervisor ; Matching fabric lining behind front panel for embroidery; Self-fabric strap with Velcro&#174; closure and elastic loop; ",8.52,,,,Big Accessories,,,B63315000,http://www.broderbros.com/images/bro/prodDetail/bx005_00_p.jpg,NEW
0721208A3|0721208A4|0721208A5|0721208A6|0721208A7|0721208A8|0721299AA|0721232A7|0721232A6|0721232A5|0721232A4|0721232A3|0721249A4|0721249A7|0721249A6|0721249A8|0721232A8|0721272A3|0721270A5|0721270A4|B11130968|0721270A6|0721270A3|B11130963|B11130966|B11130967|B11130964|B11130965|0721299A8|0721299A9|0721272A5|0721299A3|0721299A1|0721299A6|0721299A7|0721299A4|0721299A5|0721272A8|0721215A3|0721231A4|0721231A5|0721231A6|B13530084|B13530083|0721231A3|B13530124|B13530125|B13530126|B13530127|0721231A8|B13530088|0721203A8|0721203A3|0721203A7|0721203A6|0721203A5|0721203A4|0721919A3|0721271A3|0721271A4|0721919A4|0721271A6|0721271A7|0721271A8|0721919A8|B13530408|B13530403|B13530407|B13530406|B13530405|B13530404|0721293A4|0721293A5|0721293A6|0721293A7|0721293A3|0721293A8|0721249A3|0721249A5|0721202A6|0721202A7|0721202A4|0721202A5|0721202A3|0721202A0|0721202A8|0721202A9|B13530634|B13530635|0721980A3|B13530636|0721255A5|B13530638|0721255A8|B13530598|0721264A8|0721272A4|0721264A3|0721264A6|0721264A7|0721264A4|0721264A5|0721982A5|0721982A4|0721982A7|0721982A6|B13530058|0721915A8|0721982A3|0721915A5|0721915A4|0721915A7|0721915A6|0721270A7|0721915A3|B13530053|B13530115|B13530114|B13530117|B13530116|B13530113|B13530118|0721250A8|0721250A3|0721250A7|0721250A6|0721250A5|0721250A4|0721948A7|0721270A8|0721261A3|0721261A7|0721261A6|0721261A5|0721261A4|0721261A8|0721218A7|0721218A6|0721218A5|0721218A4|0721218A3|0721218A8|0721230A8|0721262A3|0721262A4|0721262A5|0721262A6|0721262A7|0721262A8|0721230A3|0721230A5|0721230A4|0721230A7|0721230A6|0721919A5|0721219A3|0721219A6|0721219A7|0721219A4|0721219A5|0721219A8|0721206A3|B13530668|0721206A6|0721206A7|0721206A4|0721206A5|0721206A8|B13530056|0721919A6|B13530057|0721282A8|0721282A6|0721282A7|0721282A4|0721282A5|0721282A3|B13530087|B13530086|B13530085|0721231A7|B13530128|B13530565|B13530566|B13530567|B13530208|B13530563|B13530568|0721999A8|0721999A3|0721999A5|0721999A4|0721999A7|0721999A6|B13530123|B11130265|B11130264|B11130267|B11130266|B11130263|B11130268|0721255A3|B13530633|0721255A6|0721255A7|0721255A4|0721265A8|0721265A7|0721265A6|0721265A5|0721265A4|0721265A3|0721900A3|0721200A4|0721200A5|0721900A5|B13530637|0721200A7|0721948A3|0721200A8|0721200A9|0721900A8|0721200A0|0721200A1|0721200A3|0721900A7|0721900A6|0721200A6|0721900A4|B13530054|0721214A3|B13530055|0721214A7|0721214A6|0721214A5|0721214A4|0721214A9|0721214A8|B11130898|B11130896|B11130897|B11130894|B11130895|B11130893|0721271A5|0721279A8|0721919A7|0721279A3|0721279A4|0721279A5|0721279A6|0721279A7|0721959A5|0721959A4|0721959A7|0721959A6|0721959A3|0721959A8|B13530188|0721223A8|0721223A3|0721223A5|0721223A4|0721223A7|0721223A6|B13530788|0721948A6|0721948A5|0721948A4|0721272A7|0721272A6|0721215A8|0721215A9|0721215A6|0721215A7|0721215A4|0721215A5|B13530784|B13530785|B13530786|B13530787|0721280A3|0721280A4|0721280A5|0721280A6|0721280A7|0721280A8|0721944A3|B13530608|0721944A7|0721944A6|0721944A5|0721944A4|B13530603|0721944A8|B13530605|B13530604|B13530607|B13530606|0721965A4|0721286A8|0721286A3|0721286A6|0721286A7|0721286A4|0721286A5|0721248A8|0721248A4|0721248A5|0721248A6|0721248A7|0721248A3|0721222A4|0721222A5|0721222A6|0721222A7|0721222A3|0721222A8|B13530783|B11130873|B11130874|B11130875|B11130876|B11130877|B11130878|0721904A7|0721904A6|0721904A5|0721904A4|0721204A4|0721204A5|0721204A6|0721204A7|0721904A3|0721259A8|0721204A3|0721259A6|0721259A7|0721259A4|0721259A5|0721204A8|0721204A9|0721904A8|0721242A3|0721242A6|0721242A7|0721242A4|0721242A5|0721242A8|0721259A3|0721235A8|0721980A7|0721980A6|0721980A5|0721980A4|0721235A3|0721235A4|0721235A5|0721235A6|0721235A7|B13530918|B13530915|B13530914|B13530917|B13530916|B13530913|0721256A8|0721256A3|0721256A5|0721256A4|0721256A7|0721256A6|0721247A8|0721247A3|0721247A7|0721247A6|0721247A5|0721247A4|0721902A8|0721902A5|0721902A4|0721902A7|0721902A6|0721902A3|0721267A3|0721267A5|0721267A4|0721267A7|0721267A6|0721267A8|0721244A8|0721244A9|0721244A3|0721244A4|0721244A5|0721244A6|0721244A7|0721216A5|0721216A4|0721216A7|0721216A6|0721216A3|0721216A8|0721947A3|0721947A4|0721947A5|0721947A6|0721947A7,TRUE,6.1 oz. Beefy - Tﾮ with Pocket ,8.43|0|1;7.03|2|12;5.62|13|-1;,0.63,Broder,6,"100% preshrunk ringspun cotton; Double-needle coverseamed neck with tag-free neck label; Taped shoulder-to-shoulder; High-stitch density for superior printability; Five-point left-chest pocket; Ash is 99% cotton, 1% polyester; Light Steel is 90% cotton, 10% polyester; ",16.86,,,,Hanes,,,B13530056,http://www.broderbros.com/images/bro/prodDetail/5190p_05_p.jpg,NEW
0347799A8|0347799A3|0347799A7|0347799A6|0347799A5|0347799A4|0347759A7|0347759A6|0347759A5|0347759A4|0347759A3|0347700A8|0347742A8|0347700A5|0347700A4|0347700A7|0347700A6|0347742A3|0347742A5|0347700A3|0347759A8|0347742A4|B20610538|B20610536|B20610537|B20610534|B20610535|B20610533|0347704A8|0347718A8|0347718A6|0347718A7|0347718A4|0347718A5|0347704A5|0347704A4|0347704A7|0347704A6|0347742A7|0347704A3|0347744A5|0347744A4|0347744A7|0347744A6|0347744A3|0347742A6|0347744A8|0347718A3,TRUE,6.1 oz. Cotton Jersey Polo ,5.71|0|1;4.76|2|12;3.81|13|-1;,0.61,Broder,6,100% cotton preshrunk jersey; Seamless body; Welt-knit collar and sleeve bands; Back neck tape for a comfortable finish; Three woodtone button continental placket; Double-needle stitching on bottom hem for durability; ,11.42,,,,Jerzees,,,0347799A6,http://www.broderbros.com/images/bro/prodDetail/j100_00_p.jpg,NEW
8500210A8|8500210A4|8500210A5|8500210A6|8500258A3|8500258A4|8500258A5|8500258A6|8500215A8|8500202A5|8500202A4|8500202A7|8500202A6|8500202A3|8500202A8|8500200A3|8500200A7|8500200A6|8500200A5|8500200A4|B40638428|8500200A8|8500210A3|8500215A5|8500210A7|B40638558|8500220A5|8500220A4|8500220A7|8500220A6|8500220A3|8500244A3|8500258A7|8500244A7|8500244A6|8500244A5|8500244A4|B40638608|8500215A4|8500215A7|8500215A6|B40638528|8500215A3|8500242A3|8500242A5|8500242A4|8500242A7|8500242A6,TRUE,6.1 oz. Cotton Jersey Shorts ,8.93|0|1;7.44|2|12;5.95|13|-1;,0.44,Broder,6,"100% cotton jersey; 6"" inseam; Double-needle stitching throughout; Elastic waistband with drawstring; ""C"" logo on left hip; Silver Gray is 99% cotton, 1% polyester; Oxford Gray is 90% cotton, 10% polyester; ",17.86,,,,Champion,,,8500210A6,http://www.broderbros.com/images/bro/prodDetail/8187_19_p.jpg,NEW
B02968646|B02968647|B02968644|B02968645|B02968643|B02968168|B02968167|B02968166|B02968165|B02968164|B02968163|B02968648|B02968093|B02968097|B02968096|B02968095|B02968094|B02968098|B02968368|B02968365|B02968364|B02968367|B02968366|B02968363|B02968008|B02968558|B02968556|B02968557|B02968554|B02968007|B02968553|B02968003|B02968105|B02968104|B02968107|B02968106|B02968103|B02968108|B02968116|B02968117|B02968114|B02968115|B02968113|B02968118|B02968004|B02968005|B02968006|B02968343|B02968555|B02968347|B02968346|B02968345|B02968344|B02968348|B02968035|B02968034|B02968037|B02968036|B02968033|B02968038|B02968208|B02968206|B02968207|B02968204|B02968205|B02968203|B02968453|B02968457|B02968456|B02968455|B02968454|B02968458|B02968433|B02968435|B02968434|B02968437|B02968436|B02968438|B02968444|B02968445|B02968446|B02968447|B02968443|B02968448|B02968224|B02968225|B02968226|B02968227|B02968223|B02968228,TRUE,6.1 oz. Garment - Dyed Pocket T - Shirt ,7.17|0|1;5.98|2|12;4.78|13|-1;,0.7,Broder,6,"100% ringspun cotton; Preshrunk, soft-washed, garment-dyed fabric; Set-in sleeves; Double-needle stitched sleeves, armholes and bottom hem; Twill taped shoulder-to-shoulder; 1"" ribbed collar with double-needle topstitched neckline; Left-chest pocket; ",14.34,,,,Comfort Colors,,,B02968006,http://www.broderbros.com/images/bro/prodDetail/6030cc_00_p.jpg,NEW
0320119A6,TRUE,6.1 oz. High Cotton T - Shirt ,3.77|0|1;3.26|2|12;2.93|13|-1;,0.61,Broder,188,,7.54,XL,1F338A,TRUE ROYAL,Jerzees,,,0320119A6,http://www.broderbros.com/images/bro/prodDetail/188_55_p.jpg,Apparel|T-Shirts|100% Cotton Tees
0320142A5|0320100A8|0320100A9|0320100A4|0320100A5|0320100A6|0320100A7|0320100A0|0320100A3|0320103A9|0320103A8|0320103A7|0320103A6|0320103A5|0320103A4|0320103A3|0320103A0|B11110536|0320199A6|0320109A8|B11110AG7|B11110AG6|0320109A3|B11110AG4|0320109A5|0320109A4|0320109A7|0320109A6|0320199A8|0320199A9|0320142A3|0320199A7|0320199A4|0320199A5|0320199A3|0320199A0|B11110AG5|0320118A9|0320118A8|0320118A3|B11110AG3|0320142A4|0320118A0|0320118A7|0320118A6|0320118A5|0320118A4|B11110537|0320142A6|B11110535|B11110534|B11110533|0320142A7|0320144A4|0320144A5|0320144A6|0320144A7|0320144A3,TRUE,6.1 oz. High Cottonﾙ T - Shirt ,2.85|0|1;2.38|2|12;1.90|13|-1;,0.65,Broder,6,"100% cotton preshrunk jersey; 1x1 seamless rib collar and front double-needle coverseaming; Shoulder-to-shoulder tape with set-in sleeves; Seamless body for wide printing area; Double-needle stitching on sleeves and bottom hem; Ash is 98% cotton, 2% polyester; Atheltic Heather is 90% cotton, 10% polyester; ",5.7,XL,FFFFFF,WHITE,Jerzees,,,0320199A6,http://www.broderbros.com/images/bro/prodDetail/188_00_p.jpg,NEW
B11220318|B11220313|B11220315|B11220314|B11220317|B11220316|0420226A6|0420226A7|0420226A4|0420226A5|0420226A3|0420260A3|0420267A7|0420267A6|0420267A5|0420267A4|0420267A3|B11220AE3|0420286A4|0420286A5|0420286A6|0420286A7|0420286A3|0420200A6|0420200A7|0420200A4|0420200A5|0420200A3|B11220AE7|0420200A8|B11220AE6|0420247A3|B11220AE4|0420204A3|0420204A6|0420204A7|0420204A4|0420204A5|0420204A8|0420247A5|0420247A4|0420247A7|0420247A6|0420260A4|0420260A5|B11220AE5|0420260A7|B11220AE8|0420260A6|0420264A3|B11220458|B11220453|B11220456|B11220457|B11220454|B11220455|0420261A5|0420261A4|0420261A7|0420261A6|0420261A3|0420234A7|0420234A5|0420234A4|0420234A3|0420299A8|0420299A3|0420299A4|0420299A5|0420299A6|0420299A7|0420220A8|0420220A4|0420220A5|0420220A6|0420220A7|0420220A3|0420275A6|0420275A7|0420275A4|0420275A5|0420275A3|0420262A6|0420262A7|0420262A4|0420262A5|0420262A3|0420275A8|0420227A3|0420227A7|0420227A6|0420227A5|0420227A4|0420202A8|0420202A3|0420202A4|0420202A5|0420202A6|0420202A7,TRUE,6.1 oz. Lofteezﾮ T - Shirt ,2.85|0|1;2.38|2|12;1.90|13|-1;,0.63,Broder,6,"100% Fruit Spun&#174; cotton preshrunk jersey; Double-needle coverstitching on front neck; Shoulder-to-shoulder tape; Double-needle stitching on sleeves and bottom hem; Seamless ribbed collar; Ash is 98% cotton, 2% polyester; Athletic Heather is 90% cotton, 10% polyester; ",5.7,XL,FFFFFF,WHITE,Fruit of the Loom,,,0420299A6,http://www.broderbros.com/images/bro/prodDetail/20230_00_p.jpg,NEW
B15030638|0721402A4|0721402A5|0721402A6|0721402A7|0721419A8|0721448A3|0721402A3|0721419A4|0721419A5|0721419A6|0721419A7|0721402A8|0721461A4|0721448A8|0721419A3|B15030083|0721448A4|B15030086|B15030087|B15030084|B15030085|B15030088|B15030448|0721431A8|0721406A8|0721448A6|0721461A3|0721448A7|0721406A3|0721406A4|0721406A5|0721406A6|0721406A7|0721448A5|B15030128|B15030125|B15030124|B15030127|B15030126|B15030123|B15030055|B15030054|B15030057|B15030056|B15030053|B15030058|B15030914|B15030915|B15030916|B15030917|0721461A5|0721461A7|0721461A6|0721465A5|0721465A4|B15030297|B15030296|B15030295|B15030294|B15030293|0721465A7|0721400A7|0721465A6|0721465A3|0721404A6|0721404A7|0721404A4|0721404A5|0721404A3|B15030298|0721404A8|B15030918|B15030118|0721435A6|0721435A7|0721435A4|0721435A5|0721435A3|B15030913|0721415A8|0721400A3|0721400A6|B15030568|0721400A4|0721400A5|0721400A8|0721415A3|0721415A4|0721415A5|0721415A6|0721415A7|0721459A8|B15030115|B15030116|B15030117|B15030608|B15030113|B15030604|B15030605|B15030606|0721459A3|0721459A4|0721459A5|0721459A6|0721459A7|0721499A4|0721499A5|0721499A6|0721499A7|0721499A3|0721499A8|0721461A8|0721431A3|0721480A3|0721480A6|0721480A7|0721480A4|0721480A5|0721447A3|B15030607|0721447A5|0721447A4|0721447A7|0721447A6|0721447A8|0721431A7|0721431A4|0721431A6|B15030603|B15030788|B15030785|B15030784|B15030787|B15030786|B15030783|B15030114|0721431A5|0721444A8|0721444A3|0721444A6|0721444A7|0721444A4|0721444A5,TRUE,6.1 oz. Long - Sleeve Beefy - Tﾮ ,10.14|0|1;8.45|2|12;6.76|13|-1;,0.83,Broder,6,"100% preshrunk ringspun cotton; Double-needle coverseamed neck with tag-free neck label; Taped shoulder-to-shoulder; High-stitch density for superior printability; Ribbed cuffs; Ash is 99% cotton, 1% polyester; Light Steel is 90% cotton, 10% polyester; ",20.28,,,,Hanes,,,B15030056,http://www.broderbros.com/images/bro/prodDetail/5186_05_p.jpg,NEW
B30968163|B30268393|B30268396|B30268397|B30268394|B30268395|B30268554|B30268555|B30268556|B30268557|B30268553|B30968166|B30968444|B30968206|B30268103|B30968165|B30268093|B30968167|B30268095|B30268094|B30268105|B30268096|B30268223|B30968164|B30268226|B30268227|B30268224|B30268225|B30968553|B30968555|B30968554|B30968557|B30968556|B30968094|B30968095|B30968205|B30968323|B30968203|B30968326|B30968096|B30968324|B30968327|B30968097|B30968207|B30268107|B30968325|B30268106|B30268114|B30268115|B30268116|B30268117|B30268097|B30968204|B30268113|B30968443|B30268104|B30968447|B30968446|B30968445|B30968093|B30268643|B30268644|B30268645|B30268646|B30268647,TRUE,6.1 oz. Ringspun Garment - Dyed Tank ,6.74|0|1;5.61|2|12;4.49|13|-1;,0.49,Broder,6,"100% ringspun cotton; Preshrunk, soft-washed, garment-dyed fabric; Double-needle stitched bottom hem; Self-bound neck and armhole trim; ",13.48,,,,Comfort Colors,,,B30968166,http://www.broderbros.com/images/bro/prodDetail/c9360_16_p.jpg,NEW
8510314A8|8510395A5|8510344A8|8510391A6|8510395A4|8510314A3|8510314A4|8510314A5|8510314A6|8510314A7|8510344A5|8510391A3|8510394A4|8510394A5|8510344A3|8510368A3|8510344A7|8510344A6|8510345A8|8510344A4|8510345A6|8510345A7|8510345A4|8510345A5|8510345A3|8510365A8|8510394A8|8510342A3|8510391A4|8510342A5|8510342A4|8510342A7|8510342A6|8510395A3|8510342A8|8510384A5|8510365A3|8510365A4|8510365A5|8510365A6|8510365A7|8510313A7|8510313A6|8510313A5|8510313A4|8510313A3|8510302A8|8510394A6|8510394A7|8510302A5|8510302A4|8510302A7|8510302A6|8510395A8|8510302A3|8510313A8|8510384A7|8510384A3|8510384A6|8510368A5|8510391A5|8510368A4|8510331A3|8510368A7|8510384A4|8510331A7|8510331A6|8510331A5|8510331A4|8510391A8|8510331A8|8510384A8|8510368A6|8510391A7|8510395A7|8510394A3|8510351A8|8510395A6|8510368A8|8510351A5|8510351A4|8510351A7|8510351A6|8510351A3,TRUE,6.1 oz. Tagless Raglan Baseball T - Shirt ,9.03|0|1;7.53|2|12;6.02|13|-1;,0.65,Broder,6,"100% cotton; 3/4 length raglan sleeves; Double-needle stitching on sleeves and bottom hem; ""C"" logo on left sleeve; Tagless; Oxford Gray is 90% cotton, 10% bale-dyed cotton; ",18.06,,,,Champion,,,8510384A6,http://www.broderbros.com/images/bro/prodDetail/t1397_53_p.jpg,NEW
8510213A5|8510294A3|8510233A3|8510233A4|8510233A5|8510233A6|8510233A7|8510295A4|8510295A5|8510295A6|8510295A7|8510295A3|8510251A4|8510251A5|8510251A6|8510251A7|8510296A3|8510231A3|8510251A3|8510296A6|8510214A5|8510258A3|8510291A3|8510296A7|8510248A3|8510248A6|8510248A7|8510248A4|8510248A5|8510231A6|8510214A7|8510231A7|8510294A5|8510214A6|8510231A4|8510214A4|8510296A4|8510291A5|8510231A5|8510294A4|8510294A7|8510294A6|8510242A4|8510242A5|8510242A6|8510242A7|8510258A5|8510258A4|8510258A7|8510242A3|8510213A6|8510213A7|8510213A4|8510258A6|8510291A4|8510213A3|8510291A6|8510291A7|8510266A3|8510214A3|8510296A5|8510266A6|8510266A7|8510266A4|8510266A5|8510215A4|8510215A5|8510215A6|8510215A7|8510215A3,TRUE,6.1 oz. Tagless Ringer T - Shirt ,7.31|0|1;6.09|2|12;4.35|13|-1;,0.54,Broder,6,"100% cotton; 1x1 rib set-in contrasting collar and cuffs; Shoulder-to-shoulder taping; Tagless; Tubular body; ""C"" logo on left sleeve; Oxford Gray is 90% cotton, 10% bale-dyed cotton; ",14.62,,,,Champion,,,8510296A6,http://www.broderbros.com/images/bro/prodDetail/t1396_53_p.jpg,NEW
B04938088|B04938118|B04938083|B04938087|B04938086|B04938085|B04938084|B04938524|B04938525|B04938526|B04938527|B04938523|B04938528|B04938668|B04938667|B04938666|B04938665|B04938664|B04938663|B04938436|B04938114|B04938003|B04938007|B04938006|B04938005|B04938004|B04938008|B04938543|B04938546|B04938547|B04938544|B04938545|B04938548|B04938478|B04938476|B04938477|B04938474|B04938475|B04938473|B04938595|B04938594|B04938597|B04938596|B04938593|B04938113|B04938115|B04938598|B04938117|B04938116|B04938568|B04938563|B04938564|B04938565|B04938566|B04938567|B04938586|B04938587|B04938584|B04938585|B04938583|B04938588|B04938518|B04938515|B04938514|B04938517|B04938516|B04938513|B04938508|B04938506|B04938507|B04938504|B04938505|B04938503|B04938423|B04938425|B04938424|B04938427|B04938426|B04938428|B04938438|B04938533|B04938537|B04938536|B04938535|B04938534|B04938538|B04938433|B04938638|B04938437|B04938434|B04938435|B04938634|B04938635|B04938636|B04938637|B04938633,TRUE,6.1 oz. Tagless T - Shirt ,3.83|0|1;3.19|2|12;2.22|13|-1;,0.6,Broder,6,"100% preshrunk heavyweight cotton; Tagless with ""C"" logo on left sleeve; Shoulder-to-shoulder taping; Double-needle stitching on sleeves and bottom hem; High stitch density for superior printability; Ash and Light Steel are 90% cotton, 10% polyester; Charcoal Heather is 60% cotton, 40% polyester; ",7.66,,,,Champion,,,B04938006,http://www.broderbros.com/images/bro/prodDetail/t525c_00_p.jpg,NEW
